codeCirconscription;inscrits;votesExprimes;abstentions;tauxAbstention;nomListe;nbVoix;pourcentage
01004;99889;53391;44873;44.92;HUMANITE SOUVERAINE;1;0
01004;99889;53391;44873;44.92;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;0;0
01004;99889;53391;44873;44.92;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;3200;5.99
01004;99889;53391;44873;44.92;LFI - UP;2830;5.3
01004;99889;53391;44873;44.92;La FRANCE REVIENT;21539.5;40.34
01004;99889;53391;44873;44.92;EUROPE ÉCOLOGIE;2267;4.25
01004;99889;53391;44873;44.92;FREE PALESTINE;6;0.01
01004;99889;53391;44873;44.92;PARTI ANIMALISTE;919.5;1.72
01004;99889;53391;44873;44.92;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
01004;99889;53391;44873;44.92;PARTI PIRATE;33;0.06
01004;99889;53391;44873;44.92;BESOIN D'EUROPE;7676;14.38
01004;99889;53391;44873;44.92;PACE;2;0
01004;99889;53391;44873;44.92;ÉQUINOXE;153;0.29
01004;99889;53391;44873;44.92;ECOLOGIE POSITIVE;201.5;0.38
01004;99889;53391;44873;44.92;LISTE ASSELINEAU-FREXIT;525.5;0.98
01004;99889;53391;44873;44.92;PAIX ET DECROISSANCE;7;0.01
01004;99889;53391;44873;44.92;POUR UNE AUTRE EUROPE;0;0
01004;99889;53391;44873;44.92;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;4251.5;7.96
01004;99889;53391;44873;44.92;LUTTE OUVRIERE;202.5;0.38
01004;99889;53391;44873;44.92;CHANGER L'EUROPE;1;0
01004;99889;53391;44873;44.92;NLP;4.5;0.01
01004;99889;53391;44873;44.92;URGENCE REVOLUTION !;59.5;0.11
01004;99889;53391;44873;44.92;PPL;15;0.03
01004;99889;53391;44873;44.92;L'EUROPE CA SUFFIT !;460.5;0.86
01004;99889;53391;44873;44.92;PRENONS-NOUS EN MAIN;0;0
01004;99889;53391;44873;44.92;FORTERESSE EUROPE;3;0.01
01004;99889;53391;44873;44.92;REVEIL EUR;5840;10.94
01004;99889;53391;44873;44.92;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;2;0
01004;99889;53391;44873;44.92;AR;1174.5;2.2
01004;99889;53391;44873;44.92;FRANCE LIBRE;3.5;0.01
01004;99889;53391;44873;44.92;EUROPE TERRITOIRES ÉCOLOGIE;483;0.9
01004;99889;53391;44873;44.92;LA RUCHE CITOYENNE;2;0
01004;99889;53391;44873;44.92;GAUCHE UNIE;803;1.5
01004;99889;53391;44873;44.92;DEFENDRE LES ENFANTS;5.5;0.01
01004;99889;53391;44873;44.92;EAC;706;1.32
01004;99889;53391;44873;44.92;DEMOCRATIE REPRESENTATIVE;0;0
01004;99889;53391;44873;44.92;ESPERANTO;13;0.02
01004;99889;53391;44873;44.92;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;0;0
01005;78135;40106;36725;47;HUMANITE SOUVERAINE;0;0
01005;78135;40106;36725;47;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;3;0.01
01005;78135;40106;36725;47;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;2398;5.98
01005;78135;40106;36725;47;LFI - UP;3699.5;9.22
01005;78135;40106;36725;47;La FRANCE REVIENT;15694.5;39.13
01005;78135;40106;36725;47;EUROPE ÉCOLOGIE;1776;4.43
01005;78135;40106;36725;47;FREE PALESTINE;24;0.06
01005;78135;40106;36725;47;PARTI ANIMALISTE;774.5;1.93
01005;78135;40106;36725;47;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
01005;78135;40106;36725;47;PARTI PIRATE;24;0.06
01005;78135;40106;36725;47;BESOIN D'EUROPE;4819.5;12.02
01005;78135;40106;36725;47;PACE;1;0
01005;78135;40106;36725;47;ÉQUINOXE;116;0.29
01005;78135;40106;36725;47;ECOLOGIE POSITIVE;140.5;0.35
01005;78135;40106;36725;47;LISTE ASSELINEAU-FREXIT;462;1.15
01005;78135;40106;36725;47;PAIX ET DECROISSANCE;12;0.03
01005;78135;40106;36725;47;POUR UNE AUTRE EUROPE;1;0
01005;78135;40106;36725;47;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;2711.5;6.76
01005;78135;40106;36725;47;LUTTE OUVRIERE;187;0.47
01005;78135;40106;36725;47;CHANGER L'EUROPE;1;0
01005;78135;40106;36725;47;NLP;6;0.01
01005;78135;40106;36725;47;URGENCE REVOLUTION !;61;0.15
01005;78135;40106;36725;47;PPL;15;0.04
01005;78135;40106;36725;47;L'EUROPE CA SUFFIT !;470;1.17
01005;78135;40106;36725;47;PRENONS-NOUS EN MAIN;3;0.01
01005;78135;40106;36725;47;FORTERESSE EUROPE;6;0.01
01005;78135;40106;36725;47;REVEIL EUR;4092.5;10.2
01005;78135;40106;36725;47;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;2;0
01005;78135;40106;36725;47;AR;1111;2.77
01005;78135;40106;36725;47;FRANCE LIBRE;10;0.02
01005;78135;40106;36725;47;EUROPE TERRITOIRES ÉCOLOGIE;147.5;0.37
01005;78135;40106;36725;47;LA RUCHE CITOYENNE;2;0
01005;78135;40106;36725;47;GAUCHE UNIE;827.5;2.06
01005;78135;40106;36725;47;DEFENDRE LES ENFANTS;3;0.01
01005;78135;40106;36725;47;EAC;486.5;1.21
01005;78135;40106;36725;47;DEMOCRATIE REPRESENTATIVE;0;0
01005;78135;40106;36725;47;ESPERANTO;18;0.04
01005;78135;40106;36725;47;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;0;0
01003;85985;41944;42982;49.99;HUMANITE SOUVERAINE;0;0
01003;85985;41944;42982;49.99;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;2;0
01003;85985;41944;42982;49.99;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;2578;6.15
01003;85985;41944;42982;49.99;LFI - UP;4067.5;9.7
01003;85985;41944;42982;49.99;La FRANCE REVIENT;11554.5;27.55
01003;85985;41944;42982;49.99;EUROPE ÉCOLOGIE;2845;6.78
01003;85985;41944;42982;49.99;FREE PALESTINE;68;0.16
01003;85985;41944;42982;49.99;PARTI ANIMALISTE;861.5;2.05
01003;85985;41944;42982;49.99;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
01003;85985;41944;42982;49.99;PARTI PIRATE;19;0.05
01003;85985;41944;42982;49.99;BESOIN D'EUROPE;7352.5;17.53
01003;85985;41944;42982;49.99;PACE;5;0.01
01003;85985;41944;42982;49.99;ÉQUINOXE;185;0.44
01003;85985;41944;42982;49.99;ECOLOGIE POSITIVE;183.5;0.44
01003;85985;41944;42982;49.99;LISTE ASSELINEAU-FREXIT;668;1.59
01003;85985;41944;42982;49.99;PAIX ET DECROISSANCE;9;0.02
01003;85985;41944;42982;49.99;POUR UNE AUTRE EUROPE;20;0.05
01003;85985;41944;42982;49.99;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;3023.5;7.21
01003;85985;41944;42982;49.99;LUTTE OUVRIERE;154;0.37
01003;85985;41944;42982;49.99;CHANGER L'EUROPE;7;0.02
01003;85985;41944;42982;49.99;NLP;3;0.01
01003;85985;41944;42982;49.99;URGENCE REVOLUTION !;55;0.13
01003;85985;41944;42982;49.99;PPL;5;0.01
01003;85985;41944;42982;49.99;L'EUROPE CA SUFFIT !;505;1.2
01003;85985;41944;42982;49.99;PRENONS-NOUS EN MAIN;3;0.01
01003;85985;41944;42982;49.99;FORTERESSE EUROPE;3;0.01
01003;85985;41944;42982;49.99;REVEIL EUR;5443.5;12.98
01003;85985;41944;42982;49.99;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;0;0
01003;85985;41944;42982;49.99;AR;753;1.8
01003;85985;41944;42982;49.99;FRANCE LIBRE;14;0.03
01003;85985;41944;42982;49.99;EUROPE TERRITOIRES ÉCOLOGIE;136.5;0.33
01003;85985;41944;42982;49.99;LA RUCHE CITOYENNE;2;0
01003;85985;41944;42982;49.99;GAUCHE UNIE;605.5;1.44
01003;85985;41944;42982;49.99;DEFENDRE LES ENFANTS;16;0.04
01003;85985;41944;42982;49.99;EAC;775.5;1.85
01003;85985;41944;42982;49.99;DEMOCRATIE REPRESENTATIVE;0;0
01003;85985;41944;42982;49.99;ESPERANTO;21;0.05
01003;85985;41944;42982;49.99;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;0;0
01002;102088;56962;43869;42.97;HUMANITE SOUVERAINE;0;0
01002;102088;56962;43869;42.97;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;3;0.01
01002;102088;56962;43869;42.97;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;3347;5.88
01002;102088;56962;43869;42.97;LFI - UP;4362;7.66
01002;102088;56962;43869;42.97;La FRANCE REVIENT;20926;36.74
01002;102088;56962;43869;42.97;EUROPE ÉCOLOGIE;2793;4.9
01002;102088;56962;43869;42.97;FREE PALESTINE;20;0.04
01002;102088;56962;43869;42.97;PARTI ANIMALISTE;1107;1.94
01002;102088;56962;43869;42.97;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
01002;102088;56962;43869;42.97;PARTI PIRATE;50;0.09
01002;102088;56962;43869;42.97;BESOIN D'EUROPE;8441;14.82
01002;102088;56962;43869;42.97;PACE;4;0.01
01002;102088;56962;43869;42.97;ÉQUINOXE;192;0.34
01002;102088;56962;43869;42.97;ECOLOGIE POSITIVE;193;0.34
01002;102088;56962;43869;42.97;LISTE ASSELINEAU-FREXIT;524;0.92
01002;102088;56962;43869;42.97;PAIX ET DECROISSANCE;7;0.01
01002;102088;56962;43869;42.97;POUR UNE AUTRE EUROPE;1;0
01002;102088;56962;43869;42.97;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;4510;7.92
01002;102088;56962;43869;42.97;LUTTE OUVRIERE;208;0.37
01002;102088;56962;43869;42.97;CHANGER L'EUROPE;4;0.01
01002;102088;56962;43869;42.97;NLP;10;0.02
01002;102088;56962;43869;42.97;URGENCE REVOLUTION !;61;0.11
01002;102088;56962;43869;42.97;PPL;16;0.03
01002;102088;56962;43869;42.97;L'EUROPE CA SUFFIT !;483;0.85
01002;102088;56962;43869;42.97;PRENONS-NOUS EN MAIN;1;0
01002;102088;56962;43869;42.97;FORTERESSE EUROPE;13;0.02
01002;102088;56962;43869;42.97;REVEIL EUR;6766;11.88
01002;102088;56962;43869;42.97;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;0;0
01002;102088;56962;43869;42.97;AR;845;1.48
01002;102088;56962;43869;42.97;FRANCE LIBRE;6;0.01
01002;102088;56962;43869;42.97;EUROPE TERRITOIRES ÉCOLOGIE;200;0.35
01002;102088;56962;43869;42.97;LA RUCHE CITOYENNE;5;0.01
01002;102088;56962;43869;42.97;GAUCHE UNIE;886;1.56
01002;102088;56962;43869;42.97;DEFENDRE LES ENFANTS;15;0.03
01002;102088;56962;43869;42.97;EAC;940;1.65
01002;102088;56962;43869;42.97;DEMOCRATIE REPRESENTATIVE;0;0
01002;102088;56962;43869;42.97;ESPERANTO;21;0.04
01002;102088;56962;43869;42.97;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;2;0
01001;83122;45120;36508;43.92;HUMANITE SOUVERAINE;0;0
01001;83122;45120;36508;43.92;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;0;0
01001;83122;45120;36508;43.92;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;2678;5.94
01001;83122;45120;36508;43.92;LFI - UP;2798;6.2
01001;83122;45120;36508;43.92;La FRANCE REVIENT;17053.5;37.8
01001;83122;45120;36508;43.92;EUROPE ÉCOLOGIE;1977;4.38
01001;83122;45120;36508;43.92;FREE PALESTINE;3;0.01
01001;83122;45120;36508;43.92;PARTI ANIMALISTE;782.5;1.73
01001;83122;45120;36508;43.92;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
01001;83122;45120;36508;43.92;PARTI PIRATE;14;0.03
01001;83122;45120;36508;43.92;BESOIN D'EUROPE;6328;14.02
01001;83122;45120;36508;43.92;PACE;3;0.01
01001;83122;45120;36508;43.92;ÉQUINOXE;145;0.32
01001;83122;45120;36508;43.92;ECOLOGIE POSITIVE;167.5;0.37
01001;83122;45120;36508;43.92;LISTE ASSELINEAU-FREXIT;418.5;0.93
01001;83122;45120;36508;43.92;PAIX ET DECROISSANCE;24;0.05
01001;83122;45120;36508;43.92;POUR UNE AUTRE EUROPE;0;0
01001;83122;45120;36508;43.92;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;3478.5;7.71
01001;83122;45120;36508;43.92;LUTTE OUVRIERE;192.5;0.43
01001;83122;45120;36508;43.92;CHANGER L'EUROPE;3;0.01
01001;83122;45120;36508;43.92;NLP;11.5;0.03
01001;83122;45120;36508;43.92;URGENCE REVOLUTION !;58.5;0.13
01001;83122;45120;36508;43.92;PPL;21;0.05
01001;83122;45120;36508;43.92;L'EUROPE CA SUFFIT !;416.5;0.92
01001;83122;45120;36508;43.92;PRENONS-NOUS EN MAIN;0;0
01001;83122;45120;36508;43.92;FORTERESSE EUROPE;0;0
01001;83122;45120;36508;43.92;REVEIL EUR;5417;12.01
01001;83122;45120;36508;43.92;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;0;0
01001;83122;45120;36508;43.92;AR;1143.5;2.53
01001;83122;45120;36508;43.92;FRANCE LIBRE;6.5;0.01
01001;83122;45120;36508;43.92;EUROPE TERRITOIRES ÉCOLOGIE;530;1.17
01001;83122;45120;36508;43.92;LA RUCHE CITOYENNE;1;0
01001;83122;45120;36508;43.92;GAUCHE UNIE;825;1.83
01001;83122;45120;36508;43.92;DEFENDRE LES ENFANTS;12.5;0.03
01001;83122;45120;36508;43.92;EAC;601;1.33
01001;83122;45120;36508;43.92;DEMOCRATIE REPRESENTATIVE;0;0
01001;83122;45120;36508;43.92;ESPERANTO;8;0.02
01001;83122;45120;36508;43.92;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;2;0
02004;79145;37440;40652;51.36;HUMANITE SOUVERAINE;1;0
02004;79145;37440;40652;51.36;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;0;0
02004;79145;37440;40652;51.36;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;1869;4.99
02004;79145;37440;40652;51.36;LFI - UP;2312;6.18
02004;79145;37440;40652;51.36;La FRANCE REVIENT;19042;50.86
02004;79145;37440;40652;51.36;EUROPE ÉCOLOGIE;875;2.34
02004;79145;37440;40652;51.36;FREE PALESTINE;2;0.01
02004;79145;37440;40652;51.36;PARTI ANIMALISTE;836;2.23
02004;79145;37440;40652;51.36;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
02004;79145;37440;40652;51.36;PARTI PIRATE;12;0.03
02004;79145;37440;40652;51.36;BESOIN D'EUROPE;4282;11.44
02004;79145;37440;40652;51.36;PACE;15;0.04
02004;79145;37440;40652;51.36;ÉQUINOXE;53;0.14
02004;79145;37440;40652;51.36;ECOLOGIE POSITIVE;123;0.33
02004;79145;37440;40652;51.36;LISTE ASSELINEAU-FREXIT;349;0.93
02004;79145;37440;40652;51.36;PAIX ET DECROISSANCE;0;0
02004;79145;37440;40652;51.36;POUR UNE AUTRE EUROPE;3;0.01
02004;79145;37440;40652;51.36;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;2078;5.55
02004;79145;37440;40652;51.36;LUTTE OUVRIERE;268;0.72
02004;79145;37440;40652;51.36;CHANGER L'EUROPE;2;0.01
02004;79145;37440;40652;51.36;NLP;19;0.05
02004;79145;37440;40652;51.36;URGENCE REVOLUTION !;40;0.11
02004;79145;37440;40652;51.36;PPL;2;0.01
02004;79145;37440;40652;51.36;L'EUROPE CA SUFFIT !;330;0.88
02004;79145;37440;40652;51.36;PRENONS-NOUS EN MAIN;7;0.02
02004;79145;37440;40652;51.36;FORTERESSE EUROPE;2;0.01
02004;79145;37440;40652;51.36;REVEIL EUR;2924;7.81
02004;79145;37440;40652;51.36;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;2;0.01
02004;79145;37440;40652;51.36;AR;676;1.81
02004;79145;37440;40652;51.36;FRANCE LIBRE;0;0
02004;79145;37440;40652;51.36;EUROPE TERRITOIRES ÉCOLOGIE;62;0.17
02004;79145;37440;40652;51.36;LA RUCHE CITOYENNE;6;0.02
02004;79145;37440;40652;51.36;GAUCHE UNIE;901;2.41
02004;79145;37440;40652;51.36;DEFENDRE LES ENFANTS;8;0.02
02004;79145;37440;40652;51.36;EAC;317;0.85
02004;79145;37440;40652;51.36;DEMOCRATIE REPRESENTATIVE;6;0.02
02004;79145;37440;40652;51.36;ESPERANTO;14;0.04
02004;79145;37440;40652;51.36;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;2;0.01
02001;72787;36983;34582;47.51;HUMANITE SOUVERAINE;0;0
02001;72787;36983;34582;47.51;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;0;0
02001;72787;36983;34582;47.51;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;1702.5;4.6
02001;72787;36983;34582;47.51;LFI - UP;1743.5;4.71
02001;72787;36983;34582;47.51;La FRANCE REVIENT;18569;50.21
02001;72787;36983;34582;47.51;EUROPE ÉCOLOGIE;1061;2.87
02001;72787;36983;34582;47.51;FREE PALESTINE;5;0.01
02001;72787;36983;34582;47.51;PARTI ANIMALISTE;911;2.46
02001;72787;36983;34582;47.51;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
02001;72787;36983;34582;47.51;PARTI PIRATE;18;0.05
02001;72787;36983;34582;47.51;BESOIN D'EUROPE;4325;11.69
02001;72787;36983;34582;47.51;PACE;12;0.03
02001;72787;36983;34582;47.51;ÉQUINOXE;73.5;0.2
02001;72787;36983;34582;47.51;ECOLOGIE POSITIVE;133.5;0.36
02001;72787;36983;34582;47.51;LISTE ASSELINEAU-FREXIT;293.5;0.79
02001;72787;36983;34582;47.51;PAIX ET DECROISSANCE;20;0.05
02001;72787;36983;34582;47.51;POUR UNE AUTRE EUROPE;1;0
02001;72787;36983;34582;47.51;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;2261;6.11
02001;72787;36983;34582;47.51;LUTTE OUVRIERE;287;0.78
02001;72787;36983;34582;47.51;CHANGER L'EUROPE;6;0.02
02001;72787;36983;34582;47.51;NLP;22;0.06
02001;72787;36983;34582;47.51;URGENCE REVOLUTION !;43;0.12
02001;72787;36983;34582;47.51;PPL;5;0.01
02001;72787;36983;34582;47.51;L'EUROPE CA SUFFIT !;291;0.79
02001;72787;36983;34582;47.51;PRENONS-NOUS EN MAIN;0;0
02001;72787;36983;34582;47.51;FORTERESSE EUROPE;0;0
02001;72787;36983;34582;47.51;REVEIL EUR;3022.5;8.17
02001;72787;36983;34582;47.51;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;0;0
02001;72787;36983;34582;47.51;AR;896;2.42
02001;72787;36983;34582;47.51;FRANCE LIBRE;1;0
02001;72787;36983;34582;47.51;EUROPE TERRITOIRES ÉCOLOGIE;64;0.17
02001;72787;36983;34582;47.51;LA RUCHE CITOYENNE;2;0.01
02001;72787;36983;34582;47.51;GAUCHE UNIE;869;2.35
02001;72787;36983;34582;47.51;DEFENDRE LES ENFANTS;1;0
02001;72787;36983;34582;47.51;EAC;321.5;0.87
02001;72787;36983;34582;47.51;DEMOCRATIE REPRESENTATIVE;0;0
02001;72787;36983;34582;47.51;ESPERANTO;20;0.05
02001;72787;36983;34582;47.51;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;2;0.01
02005;82853;41447;40045;48.33;HUMANITE SOUVERAINE;1;0
02005;82853;41447;40045;48.33;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;1;0
02005;82853;41447;40045;48.33;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;2108;5.09
02005;82853;41447;40045;48.33;LFI - UP;2629;6.34
02005;82853;41447;40045;48.33;La FRANCE REVIENT;19959;48.16
02005;82853;41447;40045;48.33;EUROPE ÉCOLOGIE;1152;2.78
02005;82853;41447;40045;48.33;FREE PALESTINE;7;0.02
02005;82853;41447;40045;48.33;PARTI ANIMALISTE;996;2.4
02005;82853;41447;40045;48.33;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
02005;82853;41447;40045;48.33;PARTI PIRATE;16;0.04
02005;82853;41447;40045;48.33;BESOIN D'EUROPE;4774;11.52
02005;82853;41447;40045;48.33;PACE;23;0.06
02005;82853;41447;40045;48.33;ÉQUINOXE;79;0.19
02005;82853;41447;40045;48.33;ECOLOGIE POSITIVE;180;0.43
02005;82853;41447;40045;48.33;LISTE ASSELINEAU-FREXIT;468;1.13
02005;82853;41447;40045;48.33;PAIX ET DECROISSANCE;3;0.01
02005;82853;41447;40045;48.33;POUR UNE AUTRE EUROPE;0;0
02005;82853;41447;40045;48.33;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;2627;6.34
02005;82853;41447;40045;48.33;LUTTE OUVRIERE;304;0.73
02005;82853;41447;40045;48.33;CHANGER L'EUROPE;1;0
02005;82853;41447;40045;48.33;NLP;33;0.08
02005;82853;41447;40045;48.33;URGENCE REVOLUTION !;42;0.1
02005;82853;41447;40045;48.33;PPL;14;0.03
02005;82853;41447;40045;48.33;L'EUROPE CA SUFFIT !;414;1
02005;82853;41447;40045;48.33;PRENONS-NOUS EN MAIN;0;0
02005;82853;41447;40045;48.33;FORTERESSE EUROPE;10;0.02
02005;82853;41447;40045;48.33;REVEIL EUR;3317;8
02005;82853;41447;40045;48.33;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;1;0
02005;82853;41447;40045;48.33;AR;834;2.01
02005;82853;41447;40045;48.33;FRANCE LIBRE;13;0.03
02005;82853;41447;40045;48.33;EUROPE TERRITOIRES ÉCOLOGIE;83;0.2
02005;82853;41447;40045;48.33;LA RUCHE CITOYENNE;17;0.04
02005;82853;41447;40045;48.33;GAUCHE UNIE;899;2.17
02005;82853;41447;40045;48.33;DEFENDRE LES ENFANTS;1;0
02005;82853;41447;40045;48.33;EAC;431;1.04
02005;82853;41447;40045;48.33;DEMOCRATIE REPRESENTATIVE;0;0
02005;82853;41447;40045;48.33;ESPERANTO;9;0.02
02005;82853;41447;40045;48.33;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;1;0
02003;66183;32547;32299;48.8;HUMANITE SOUVERAINE;1;0
02003;66183;32547;32299;48.8;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;2;0.01
02003;66183;32547;32299;48.8;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;1584;4.87
02003;66183;32547;32299;48.8;LFI - UP;1040;3.2
02003;66183;32547;32299;48.8;La FRANCE REVIENT;18185;55.87
02003;66183;32547;32299;48.8;EUROPE ÉCOLOGIE;485;1.49
02003;66183;32547;32299;48.8;FREE PALESTINE;4;0.01
02003;66183;32547;32299;48.8;PARTI ANIMALISTE;773;2.38
02003;66183;32547;32299;48.8;PARTI REVOLUTIONNAIRE COMMUNISTES;0;0
02003;66183;32547;32299;48.8;PARTI PIRATE;44;0.14
02003;66183;32547;32299;48.8;BESOIN D'EUROPE;3249;9.98
02003;66183;32547;32299;48.8;PACE;11;0.03
02003;66183;32547;32299;48.8;ÉQUINOXE;34;0.1
02003;66183;32547;32299;48.8;ECOLOGIE POSITIVE;82;0.25
02003;66183;32547;32299;48.8;LISTE ASSELINEAU-FREXIT;269;0.83
02003;66183;32547;32299;48.8;PAIX ET DECROISSANCE;2;0.01
02003;66183;32547;32299;48.8;POUR UNE AUTRE EUROPE;0;0
02003;66183;32547;32299;48.8;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;1876;5.76
02003;66183;32547;32299;48.8;LUTTE OUVRIERE;260;0.8
02003;66183;32547;32299;48.8;CHANGER L'EUROPE;0;0
02003;66183;32547;32299;48.8;NLP;24;0.07
02003;66183;32547;32299;48.8;URGENCE REVOLUTION !;46;0.14
02003;66183;32547;32299;48.8;PPL;9;0.03
02003;66183;32547;32299;48.8;L'EUROPE CA SUFFIT !;275;0.84
02003;66183;32547;32299;48.8;PRENONS-NOUS EN MAIN;2;0.01
02003;66183;32547;32299;48.8;FORTERESSE EUROPE;19;0.06
02003;66183;32547;32299;48.8;REVEIL EUR;2193;6.74
02003;66183;32547;32299;48.8;NON À L'UE ET À L'OTAN, COMMUNISTES POUR LA PAIX ET LE PROGRÈS SOCIAL;5;0.02
02003;66183;32547;32299;48.8;AR;1027;3.16
02003;66183;32547;32299;48.8;FRANCE LIBRE;5;0.02
02003;66183;32547;32299;48.8;EUROPE TERRITOIRES ÉCOLOGIE;48;0.15
02003;66183;32547;32299;48.8;LA RUCHE CITOYENNE;6;0.02
02003;66183;32547;32299;48.8;GAUCHE UNIE;724;2.22
02003;66183;32547;32299;48.8;DEFENDRE LES ENFANTS;3;0.01
02003;66183;32547;32299;48.8;EAC;244;0.75
02003;66183;32547;32299;48.8;DEMOCRATIE REPRESENTATIVE;0;0
02003;66183;32547;32299;48.8;ESPERANTO;12;0.04
02003;66183;32547;32299;48.8;LIBERTÉ DÉMOCRATIQUE FRANÇAISE;4;0.01
02002;73361;35625;36640;49.94;HUMANITE SOUVERAINE;0;0
02002;73361;35625;36640;49.94;POUR UNE DEMOCRATIE REELLE : DECIDONS NOUS-MEMES !;6;0.02
02002;73361;35625;36640;49.94;LA FRANCE FIERE, MENEE PAR MARION MARECHAL ET SOUTENUE PAR ÉRIC ZEMMOUR;1906;5.35
02002;73361;35625;36640;49.94;LFI - UP;2011;5.64
02002;73361;35625;36640;49.94;La FRANCE REVIENT;17443;48.96
02002;73361;35625;36640;49.94;EUROPE ÉCOLOGIE;781;2.19
02002;73361;35625;36640;49.94;FREE PALESTINE;8;0.02
02002;73361;35625;36640;49.94;PARTI ANIMALISTE;925;2.6
02002;73361;35625;36640;49.94;PARTI REVOLUTIONNAIRE COMMUNISTES;4;0.01
02002;73361;35625;36640;49.94;PARTI PIRATE;35;0.1
02002;73361;35625;36640;49.94;BESOIN D'EUROPE;4179;11.73
02002;73361;35625;36640;49.94;PACE;18;0.05
02002;73361;35625;36640;49.94;ÉQUINOXE;47;0.13
02002;73361;35625;36640;49.94;ECOLOGIE POSITIVE;103;0.29
02002;73361;35625;36640;49.94;LISTE ASSELINEAU-FREXIT;256;0.72
02002;73361;35625;36640;49.94;PAIX ET DECROISSANCE;5;0.01
02002;73361;35625;36640;49.94;POUR UNE AUTRE EUROPE;17;0.05
02002;73361;35625;36640;49.94;LA DROITE POUR FAIRE ENTENDRE LA VOIX DE LA FRANCE EN EUROPE;2660;7.47
